"CO","tin_oxide","Benzene","Titan","NOx","Tungsten.oxide","NO2","Tungsten","Indium.oxide","Temperature","Relative.Humidity","Absolute.Humidity"
4.1,900.8,28.1,603.2,131,1215.5,170.4,1233.3,1028.9,13.9,45.7,2.8
8.2,1242,45.1,1111.8,439.9,1148.1,224.6,1480.9,1518.7,10.9,52.4,2.7
8.3,1240.5,51,1306.9,361.1,789.8,233.3,1778.9,1912.8,9.6,44.3,2.8
5.7,1104.9,40.7,910.1,204.5,1294.2,75.9,1796.3,1348.3,19.2,51.6,3.8
6.1,1034.2,43,1030.4,321.7,1053.8,249.4,1552.7,1590.6,11.2,49,2.9
6.7,1168.6,37.3,822,373.8,750.9,221,1180.5,1597.4,0.9,111.2,2.9
2.9,552.4,20.8,213.8,27.9,1751.2,68.7,1114.3,318.9,10.7,67,3.2
7.2,1238.7,45.8,1153.7,329.9,846.5,202.5,1894,1543.6,16.9,70.2,3.8
3.8,718.2,31.8,629.6,240.3,1424.1,137.3,1109.1,969.5,9.1,62.8,2.8
6,1026,34.8,771.1,165,1364,114.2,1619,1199.6,7.5,91.9,3.3
8,1514.1,55.9,1401.7,536.7,663.3,201.1,1895.6,2074,7,98.4,3.3
7.5,1138.6,43.5,1049.2,386.4,836.4,221.6,1545.4,1676,8.4,67.3,3.1
7,1337.5,47.4,1231.7,471.8,762.4,221,1799.3,1844.4,10.8,71.3,3.2
4.2,791.9,34.5,760.6,124.8,1219.2,100.2,1717,727.7,20.6,29.6,3.6
5.3,975.8,32.7,682.3,404.7,1199.4,198.4,849.2,1569.8,2.1,87.2,2.6
6.1,1016.7,31.7,611.3,292,1253.3,145.7,1070.7,1297.8,3.6,100.5,3.1
5.2,813.1,34.1,641.4,303.7,1345.3,162,1044.2,881.9,5.8,76.6,2.5
8.5,1326.7,50.1,1301.7,446.4,753.8,208.9,1753,1835.9,8.7,67.9,2.9
3.4,623.5,25.5,377.5,181.1,1733.4,67.3,801.9,630.2,8.2,61.7,2.6
7.4,1281.4,45.1,1176.5,270.5,966.9,150.7,2137.8,1293.9,16.1,57,3.4
6.4,1128.4,39.9,1022.4,321.1,970.1,162.3,1601.4,1679.5,12,60.6,3
5.2,1025.8,32.7,676.2,253.2,1182.9,137.6,979.8,1208.4,2.8,74.1,2.4
5.5,955.9,30.3,562.7,321.2,1346.5,203.6,817.8,1287.3,-4.2,94.4,2.1
6.6,1038.5,35.2,733.5,426.5,974,238.9,1020.7,1565.2,3.6,87.3,2.7
8.5,1450.2,54.7,1376.9,558.8,822.4,237.1,1741.8,1894.9,10.1,74.2,3.1
6.4,1162.8,40,886.8,282.2,1015.9,224.7,1362.4,1582,4.4,64.7,2.7
5.9,963.5,34,687.7,283.9,1251.9,188,1114.5,1268.5,7.1,75,2.8
7.2,1172.4,44.7,1078.6,381.2,908,171.3,1821.2,1643.3,12.8,69,3.5
6.6,1110,45.5,1166.2,384.8,1076.8,218.7,1521.1,1655.8,6.8,57.2,2.6
6.7,993,41.9,925.6,427.7,1127.4,262.4,985.7,1686.2,5.6,37.2,2.1
8.4,1354.5,49.4,1221.6,486.1,885.2,210.2,1754.7,1738.8,12.1,85.1,3.6
6.5,1153.7,40.7,942.1,439.7,1003,219.6,1079.1,1790,2.2,68.7,2.5
7.1,1273.5,42.5,1067.3,422.5,946.5,220.7,1523.2,1789.1,11.9,67.8,3.3
5.4,1066.2,39.3,872.8,303.7,1035.2,147.6,1414.8,1480.3,11.1,72.4,3.4
6,1204.8,41.1,1014.8,418.8,839.5,187.5,1603,1596.1,11.2,90,3.4
5.8,1059.1,35.2,845.6,332.8,766.2,194.7,1007.9,1657.6,2.5,80.2,2.7
4.2,760.9,29.1,584.9,144.4,1247,158.4,1331.5,1168.9,17,45.8,3.2
8.5,1447.3,48.1,1188.7,491.3,412.1,231.4,1743.9,2176.3,6.6,97.8,3.3
5,1018.2,33.8,740.9,197.5,843.1,203.3,1373,1211.6,12.5,46.9,2.9
8.5,1378.4,50.1,1219.1,467.4,1026.5,267.1,1832,2058.5,5.4,83.9,3
5.5,1034.9,36.8,855,359,1284,227.8,1388.1,1310.7,7.2,67.4,2.7
6.7,1135.4,40.3,928.2,264.6,1176.4,138.6,1479.1,1460.8,5.3,73,2.8
8.9,1524.2,50.9,1286,455.8,968.8,191.5,2028.1,2091,8,90.2,2.9
8.7,1436,56.9,1553.8,457.4,551.2,217.2,2203.6,2371.2,16.9,47.9,3.5
4,792.4,24.8,401.8,256.9,1505.5,150.1,677.9,964.2,1.2,89.2,2.5
7.2,1309.6,46.3,1168.1,358,714.1,202.3,2044.2,1801.1,14.3,87.4,3.9
8.6,1257.4,49.1,1251.3,404.5,855,206,1802.2,1564.1,9.2,63,2.9
6.8,1192.2,42.9,1026.9,413.4,813.8,245.1,1466.3,1676.2,10,68.3,3
8.4,1268.3,43,1166.8,377.4,925.2,265.6,1590.5,1834.6,8.9,40.4,2.4
5.4,1037.4,37.2,790.7,276,1292.7,173.6,1417,1166.9,8.5,68.3,2.9
6.9,1339,41.3,1045,391.2,736.2,256.8,1504.9,1906.8,6.1,83.3,3
6.4,1047.3,41.4,991.9,150.8,1220.1,170.9,2135.5,1199,21,47.1,3.7
9,1580.8,54.5,1434.7,454.8,613,249.1,1888.2,2357.9,12.5,51.7,3
6.2,1161.1,40.6,952,320.3,1186.9,219.1,1140,1450.7,6.5,54.9,2.4
5.6,934.5,37.7,806.6,332.9,1344,169.1,1537.9,1219.5,17.1,49.6,3.4
8.6,1263.1,53.5,1359.2,449.8,699.6,214.7,1681.3,1945.8,10.9,54.1,3.1
6.7,1294.9,42.7,973,328.6,1038.9,245.1,1537.3,1640.2,7.4,66.7,2.9
6.1,1036.7,36.5,852.1,272.1,1184.6,210.4,1267.1,1398.1,8.5,52.4,2.6
7.2,1175.3,40.7,920.7,441.5,837.9,184.2,1110.6,1788.9,-0.8,99.2,2.8
5.9,1273.9,41.8,1147.7,376.1,802.7,240.4,1451.1,1867.9,10.6,57.2,2.8
6.6,1275.1,40.6,985,347.2,756.1,237.8,1362.6,2049.2,8.8,70.2,2.9
4.5,717,29.2,468.2,251.6,1483,149,945.5,624.8,8.1,68.3,2.8
8.5,1328.9,50.1,1272.9,372.2,999.4,214.2,1971,1510.5,13.7,44.4,3.1
5.5,1046.1,35.1,714.5,243,1420.2,199.2,1251.9,1399.8,8.1,50.5,2.5
5,860.4,33.6,736.7,143.1,1175.5,136,1416,1107.3,8.4,84.5,3.2
7.3,1247.6,49.2,1182.1,342.2,1159.8,201.7,1821.1,1629.2,9.5,63.7,3
5.3,775.2,36,802.5,291.1,1275.1,159.5,1157.2,867.5,11.6,48.2,3.1
5.8,1195.6,39.4,931.8,246.5,1143.5,145,1848.3,1337.5,17.1,47.3,3.5
6.2,1170.6,37,926.1,326.8,985.7,215.3,1138.6,1337.9,8,53.4,2.5
8.4,1366.4,48.3,1182.1,511.7,877.2,238.2,1462.7,1846.7,5.3,75.9,2.9
7.3,1297.6,41.6,1017.5,334.8,864.2,197.5,1629,1356.5,9.3,86.5,3.3
6.1,1207.9,40.4,922.8,310.8,1004,191.2,1608.2,1468.6,11.4,60.2,3.1
8.9,1412.6,53.3,1402.7,374,851.9,226.2,2049.7,2019.3,16.9,43.6,3
7.7,1407.1,45.3,1129.7,420.4,577.3,261.7,1749.9,2294.7,4.9,97.9,3.2
6.5,1130.3,40.1,928.8,328.3,1022.6,146.5,1521.7,1760.3,6.1,99.1,3.4
5.8,1039.1,35.4,754.9,334.8,1196.5,194,1159.4,1350.3,4.7,72.5,2.6
5.2,951.1,36.5,898.6,201.5,1235.2,169,1651.9,1279.7,19.2,39.1,3.4
3.6,777,26.9,542.3,204.4,1253.8,103.1,1116.8,930.3,6.7,76.2,3.4
5.2,1071.5,34.7,746.9,294.2,1044.2,153.6,1069.9,1365.7,2.3,83.2,2.5
6.9,1296.7,43.8,1096.1,361.3,1060.4,173.8,1852.4,1723.4,12.5,68.1,3.3
8,1351.2,49.5,1289.9,405.8,939.8,242,1658.1,1837,10.7,55.3,3.2
5.3,1042.7,32.5,525.3,400.9,1575.8,185.6,747.5,1381.4,-5.3,98.5,2.2
4.4,952.9,29.6,601.3,229.6,1076.6,125.8,1282.3,1217.3,4.7,109.1,3.3
6.5,1172.6,41.2,951.4,323.9,1103.5,204.4,1560.8,1375.5,6.7,75.6,3
7.5,1261.7,48.2,1204.3,225.1,985.6,173.7,2128.1,1638,19.9,43.5,3.5
5.7,897.8,35,710.6,128.7,1330.4,136.6,1441.3,925.7,11.5,60.8,3
7.1,1092.9,38.6,886.4,387,1084.5,184,1389.4,1570.8,6.3,92.1,3.2
6,1184.6,39.8,954.8,337.7,838.3,182.5,1534.9,1716.1,4.7,92.4,3.1
6.2,1002.7,34.1,751.8,242.7,1116.2,218.7,797.3,1499.1,-1.7,72.2,2.1
6.5,1106.3,38.9,912.8,396.4,899.1,184.2,1507.6,1562.4,8.3,98.8,3.5
4.8,902.7,32,680.7,261.7,1194.7,159.3,1214.3,1342,7.8,69.1,3
7.3,1108.9,43.6,1041.6,437.5,1089.9,188.2,1491.1,1529.9,5.2,94.7,3.1
5.1,903,33.4,731.3,205,1239.1,180.5,1178.3,1029.9,11.2,43.8,2.7
8.1,1395.5,51.2,1399.3,543.2,718.5,269.9,1789.9,2130,11.5,77.2,3.2
5.7,1064.6,39.4,996.8,313.5,854.7,167.5,1673.3,1418.9,13.2,69.5,3.5
6.6,998.5,39.4,935.4,343.1,1005.4,217.5,1159.3,1700.6,8.1,46.4,2.3
6.1,1056.6,31.8,561.6,346.2,1411.8,182.4,883.2,1210.5,4,86.1,2.8
7.7,1258.2,43.2,1057.7,361.2,893.4,184.7,1718.9,1623,11.2,78.3,3.4
8.4,1339.6,52.8,1412.2,356.8,777.6,203.9,2114.6,2067.8,10.6,65.5,3.4
6.5,953.2,37.6,806.7,224.6,1223.4,145.4,1609.6,995.4,9.9,71.3,3.3
6.7,1131.2,38,966.3,333.6,865.7,252.6,1301.7,1507.1,7.8,49.8,2.6
5.7,986.4,37.2,901.1,228.2,1198.5,172.1,1558.8,1230.6,13,66.6,3.2
4.2,741.5,29.9,571.3,240.7,1501.1,126.8,1224.7,746.7,7.5,73.1,3
8,1344.8,44.2,1090.7,510.4,904.6,259.9,1289.9,1963.9,2.7,80.4,2.5
7.3,1182.2,43.2,1014.9,412.4,706.3,195,1432,1660.5,9.4,97.7,3.7
6.1,919.4,34.1,765,242.6,1028.8,231.3,1207.5,1469.6,7.7,62.2,2.8
7.3,1238.6,46,1193,424.2,872.1,270.9,1302.9,1681.9,7.7,51.2,2.5
8,1318,49.4,1309.1,460.1,660.7,234.4,1914.1,2142.6,11.2,91.3,3.7
6.8,1102.4,42.9,1094.8,309.9,948.2,182.3,1463.7,1684.5,11.8,39.4,2.6
5,876.2,35.3,720.3,254.3,1055.9,122.5,1427.2,1001.7,9.2,90,3.5
6.2,1116.2,39.2,904,278.4,1012.3,240,1424.8,1396.7,12.9,43.1,3
5.1,871.7,29.4,620.7,240.8,1244.5,187.3,948.2,1319.1,4.7,63.2,2.7
4.6,794.5,32.5,724.9,261,1155.3,157.8,1294.9,1047,17.3,58.9,3.6
6.7,1338.7,45,1096.7,405,911.5,159.5,1697.3,1996.8,6.7,102.1,3.4
6.4,964.6,39.5,895.4,291.6,1193.5,137,1650,1165.3,16.7,60.8,3.6
5.6,854.9,35,734.1,367.4,1383.6,167,1177,1458.7,1.8,97.1,2.7
8,1273.3,42.2,1026.2,487.3,580.9,248.5,1278,1658.2,0.6,108.9,3.1
5.1,921.3,38,855.4,238.7,1121.4,129.9,1692.6,947.3,18.2,61.6,3.9
6,1064.4,40.2,907.8,213.1,984.8,85.4,1805.4,1276,15.9,59.7,3.6
6,1204.9,40.4,869.4,384.3,1012.2,223.9,1328.2,1559.4,4.3,99.7,2.9
5,960,30.7,732.4,254.9,1196.7,161.6,1268,1430,11.2,76.8,3.2
6,1110.9,33.1,683.1,174.5,1282,130.1,1662,1213.9,9.2,80,3.2
6.9,1373.9,48.3,1275.7,434.3,571.9,213.4,1479.4,2007,7,72,2.9
5.3,921.4,39.6,1029.3,282,846.6,194,1690.4,1222.2,16.8,39.3,3.4
8.2,1548.4,45.5,1170.9,495,598.6,276.7,1419.3,2401.9,4.3,87.7,2.8
5.9,910.9,38.9,831.8,331,1183.5,136.1,1598.1,1320.4,7.6,95,3.4
3.5,475,20,224,74.1,1676.9,78,979,281.7,9.9,57,3
6.5,1324.6,45.6,1130.9,194.9,890.6,147.4,2117.6,1566.6,14.8,59.3,3.4
6.4,1156.8,39.6,858.7,336.3,1046.4,189.4,1288.1,1557.5,4.2,92.7,2.9
6.3,1147.9,39.8,950.3,334.1,987.3,170.9,1535.2,1497.5,9.5,75.8,3
4.6,680.3,25.7,442.7,95.5,1499.8,148.8,1020.9,924.5,7,65.6,2.6
6.2,951.9,38.7,955,267.1,987.4,208.8,1469,1636.9,13.2,45.5,3.1
7.5,1311.6,41.9,1078,421.5,921.3,237.8,1384.8,1850.5,5.2,84.6,3
9.1,1421.9,53.9,1338.6,561.2,757.3,192.2,1622.5,2051.4,6.4,77.5,3
7.7,1178.9,45.5,1193.9,500.1,839.1,274.3,1452.6,2157.2,14.1,51.7,3
8.1,1318.6,43.5,1029.6,467.8,885,260.3,1182.8,1842.7,0.6,87.6,2.7
8.6,1434.2,47.3,1222.1,423.7,711.7,204.7,1869.3,2191.4,8,79.5,3.2
7.1,1296.3,42.5,1034.9,378.9,866.4,271.2,1296.2,2088.6,5.1,68.3,2.6
5.7,1042.5,33.6,703.7,348.1,1104.7,144.9,1323,1394.3,12.4,78.4,3.4
7.1,1239.3,45.1,1171.4,292.5,909.5,202.3,2097.5,1411.5,20.4,41,3.6
4.6,876.2,33.6,739.7,210.5,1145.1,123.7,1104,1303.1,5.2,70.4,2.7
9.6,1424.4,54.7,1330.4,514.6,915.2,231.4,1813.8,1970.2,3.6,83,2.8
8.5,1409.2,48.7,1162.2,425.6,950.5,194.6,1755.5,1981.9,8,67.6,3.1
6.1,1152.6,40.6,963,296.4,1223.8,119.9,1844,1679.9,10.8,93.5,3.7
4.6,828.2,33.1,715.4,242.9,1200,184.4,1078.7,973.9,13.3,46.6,3.1
5.3,788.8,32.3,708.1,203.7,1075.8,221.7,803.4,1141,7.2,42.3,2.4
7.8,1283,45.3,1097,351.9,997.6,201.1,1660.3,1836.8,13.3,42.9,3.1
5.1,856.4,29.8,658.7,343.4,1282.9,126.5,1323.7,1253.1,7.6,101.1,3.5
5.2,784.6,32.6,672.3,343.9,1400.8,178.3,844.4,1082,4.3,59.1,2.3
8.3,1426.3,47.8,1291.8,488.7,581.7,261,1635.8,1962.9,10.8,64.5,3.1
5.2,1058.8,29.8,602.9,250.5,1144.8,149.1,1311.5,1148.2,6,87.9,2.9
5.5,1040,34.3,787.6,266.5,895.4,161.8,1089.6,1213.5,2.5,82.5,2.4
4,1028.8,32.6,746.8,63,1273.2,98.4,1679.6,1158.5,16.7,59.9,3.6
4.9,721.5,33.7,691.6,260.9,1346.2,128.5,1290.3,889.7,14.1,63.2,3.4
5.4,901.3,33.8,669.7,253.3,1342,128.7,1335.4,1235.4,6.2,87.3,3.1
5.2,907,32.7,613.7,250.1,987.2,128.1,1059.7,1267.9,5.4,96,3.3
4.1,879.3,30,558,309,1230,97.5,1094.9,1140.1,4.8,102.5,3.2
7.9,1115.1,44.2,1066.8,375.4,1038.6,173.4,1699.3,1513.3,12.1,84.6,3.4
8.3,1388.9,52,1270.3,491.6,802.7,191.7,1808.4,2017.1,15,56.4,3.6
5.1,761,36,745,122.4,1414.5,122.2,1551.3,905.4,18.9,24.5,3.3
3.8,830.7,27.2,526.4,205.4,1046.5,119.1,1086.3,1215,5.8,80.6,3.1
8.6,1491,49.4,1299.6,509.3,647.5,242.4,1570.1,2265.1,2.4,92.9,2.6
3,488.8,22.8,385.8,219.2,1414.6,173.6,692.7,657.7,10.4,56.8,2.9
7.6,1310.4,48.9,1234.9,377.1,985.5,246.5,1793.8,1740.4,12.7,39.8,3
6.8,1179.2,42,1047.3,429.3,829.7,247.1,1509.5,1923.3,10.6,69.1,3.2
7.4,988.1,42.4,971.7,360.1,1289.3,175.8,1414.5,1386.2,9.6,65.9,2.9
6.8,1098.2,39,959,318.6,1057.4,263,1272.6,1692.1,5.3,50.1,2.2
6.2,954.6,37.7,889.4,308.2,1097.9,210.6,1258.2,1164.1,9.1,44.1,2.5
6,931.6,36.8,776.5,330.5,1184,194.8,779.1,1083.1,4.5,53.4,2.1
6.7,1115.2,42,973.1,376.4,904.3,204.2,1530.1,1544.7,7.7,87.3,3.3
6.8,1144.2,38.9,885.5,280.8,1071,204.2,1344.8,1423,10.3,37.2,2.7
7.2,1321.8,44.5,1116.3,330.2,1132.2,176.1,1911.5,1723.4,14.4,60.7,3.4
9.9,1523.7,56.6,1606,479.8,523.8,274.9,1902.4,2482.4,8.7,63.3,2.9
4,852.7,25.5,542.4,62.1,1387.5,129.6,1459.4,763.4,14.5,65.6,3.2
9.9,1580,54.3,1464.6,430.1,329.8,330,1705,2519.8,5.1,52.7,2.1
6.6,1120.3,42.8,1073.2,309.5,885.1,161.3,1868.9,1691.5,15.7,70.1,3.5
6.4,1244.7,41.9,935.6,274,1199,147.6,1747.3,1618.2,14.3,55.2,3.2
6.7,1211.5,41.1,1000.8,397.7,764.6,251.2,1322.5,1591,8.7,68.7,2.9
5.8,1134.3,37.3,931.2,83.6,952.5,143.5,1726.1,1578.2,12.4,61.5,3.3
5.5,905.5,36,767.8,272.5,1534.2,236.5,1306.2,843.5,10.4,48.1,2.7
5.4,1171.1,35.7,867.1,171.8,935.2,126.3,1821.7,1301.5,18.1,60,3.8
7.9,1291.8,50.7,1287.8,463.4,893,219.2,1713.6,1972,9.3,68.4,3
5.7,1006.6,34.5,721.1,388.7,1158.1,213.3,1058.1,1297.5,1.2,96,2.6
7.1,1072.3,44.7,1035.2,269.4,1344.2,143.5,1926.4,1293.8,14.6,72.2,3.7
4.2,920.3,35,740.5,61.8,1197.5,57.9,1764.1,1230.4,10.9,85.3,3.8
7.3,1135,42.6,975.9,299.8,1188.2,191,1554.5,1634,6.8,84.3,3.1
6.1,1239.9,45.9,1131.9,311.7,876.9,193.5,1695.7,1885.6,16.7,32.9,3.3
9.4,1398.9,53.6,1348.2,672.2,692,258.2,1555.2,2215.7,7.2,84.6,2.8
6.2,1076.4,39,963.2,322.3,601.2,225.4,1534.2,1568.7,13.9,69.6,3.5
8,1373.4,52.3,1320.6,394.8,1149.4,227.9,1953.4,1882.7,12.3,44.2,2.8
6.1,990.8,39.7,1017.5,397.5,840.1,213,1471,1441.5,16.6,39.7,3.2
6.7,1201,39.6,927.1,369.7,896.7,202.1,1288.3,1661.8,5.2,57.8,2.6
4.9,975.7,31.4,686.7,259.7,1278.4,170.7,1109.1,1098.9,7.6,85.2,2.9
5.1,893.6,35.1,805.4,302.3,1129.1,184.4,1314.4,1499.8,6,86.2,3
8,1213.8,42.5,976.7,480.1,1009.4,238.7,1166.1,1540.1,1.7,84.2,2.6
10.7,1656.3,58.4,1606.5,555.3,661.2,301.8,1916.9,2391.6,5.2,60.4,2.5
6.9,1163.3,46,1177.2,356.7,763.6,143.9,1953.4,1467.9,17.7,80,4
5.7,1121.4,35.4,828.8,229.4,1165,183.6,1739.7,1323,11.9,62.2,3
7,1009.9,47.7,1207,365.7,1050.7,214.7,1482.1,1583.1,8.2,62.3,2.6
5.1,917.1,37,851.7,345.4,994.9,181.7,1408.6,1098.3,11.4,74.6,3.5
4.2,897.9,29.6,643.9,247.7,1280.5,161,1165.5,839.2,6.4,73.6,2.5
6.6,1110.8,41.9,1043,301.3,1036.2,169.5,1806.6,1371.8,14,57.8,3.2
5.6,885.7,39.5,972.6,279.3,946.8,175.4,1765.2,1065.4,19.5,42.3,3.7
4.8,837.4,32,632.2,329.8,1152.3,199.3,1119,1304.6,8.6,70.2,3
5.2,1107.9,33.5,694.7,221.9,1337.9,123.3,1601.5,1450.6,12.3,56.8,3.3
6.7,1186.3,43.9,1095.2,341.3,688.2,219.5,1346.2,1654.3,8.1,74.5,3.1
6.3,1058.5,42.2,1021.7,466,938.5,244.9,1167.3,1660.6,6.8,72.3,2.6
6.1,1169.1,42.2,1048.2,304.4,825.1,201.1,1924.5,1512.7,17.6,50.8,3.6
8.6,1391.5,46.9,1087.9,518.1,850.1,227.8,1370.1,2024.3,0.9,96.1,3
4.5,726.6,34.5,767.4,168.2,1417.6,117.9,1257.1,841.6,15.5,26.6,2.9
6.5,1115.7,41.4,957,414,1107.5,182.9,1434.3,1758.8,1.3,93.5,2.8
5.2,986.5,38.4,881.1,237.1,1086.6,165.4,1525.4,1301.7,16.3,35.1,3.2
4.1,922.4,27.8,501.3,181.5,1139.2,151.4,1025.5,780.7,7.9,90.2,3.4
4.4,817.2,33.2,701.5,260.2,979.5,131.1,1432,1295.3,11.5,75.6,3.5
7.8,1228.2,47.5,1148.9,439.5,685.1,165.4,2013.8,1574,15.9,74.3,4.3
5.4,835.1,30.2,607.6,297.7,1280.8,166.4,1043.5,1327.5,7.4,71.7,2.8
5.9,1131.5,36.9,796.2,291.6,1049.2,187.8,1299.4,1419.4,10.1,56.6,3
5.5,965.2,34.8,729.5,274.7,1002.4,150.1,1269.1,1289,6.4,75.3,3
5.7,995,32.5,667,316.6,892.2,223.3,953.4,1493.8,0.6,83,2.4
4.7,770,25.8,386.3,336.8,1422.5,197.8,228.5,889.1,0,74.3,2
7,1263.8,43.8,1071.4,333.1,1203.9,185.1,1799.5,1741.8,13.4,58.2,3.1
6.2,1104,40.7,945.3,431,886.7,236.5,1089.2,1936.6,5.5,67.5,2.5
5.6,980.8,37.4,876.3,241.8,1160.5,133.4,1486.5,1190.1,14.3,61.8,3.3
6.5,1304.7,39.7,1038.1,356.4,758,228.4,1395.2,1555.5,9.7,64.6,2.9
4.8,937.4,35.9,745.3,209.7,1575.2,158.3,1351.9,956.4,7.7,62,2.9
6.5,1123.2,42.2,1018.6,315.7,1091.6,205.4,1374.5,1703.9,7.4,63.8,2.8
5.8,997.5,39.1,880.8,350.9,1076.2,161.7,1347.3,1383.4,11.3,63.6,3.1
3.9,723.7,24,336.6,146.2,1468,180.5,460.8,717.2,8.3,23.8,1.9
3.8,661.1,24.3,328.2,240.8,1319.3,161.8,739.1,916.2,3.1,90,2.7
6.9,1353.2,48,1241.6,323.2,766.7,167.6,1937.2,1815.9,19.1,52.2,3.4
9.1,1628.8,56.7,1558.6,555.4,374.9,269.2,2090.2,2470.9,9.7,86.9,3.3
5.7,1034.9,39.1,941.8,372.1,949,190.3,1587.3,1436.4,11.1,90.2,3.5
6.7,1016.1,35.2,754.1,226.4,1239.8,176.3,1569.1,1303.6,12.9,65.2,3.4
5.9,1068.4,35.2,863.1,258.5,856.1,219.4,1299.9,1198.1,6.4,76.6,2.7
2.3,635.2,17.1,175.6,174.8,1450.5,150.4,448.6,926.5,1.5,90.2,2.5
7.3,1317.1,44.6,1079.3,412.9,807.6,220.3,1461.1,2085,1.9,103.5,2.8
6.7,1104.4,38,799.7,424.3,834.2,231.6,849.6,1376.2,1.6,73.1,2.2
6.6,1048.9,37.3,845,316.4,1097.2,171.2,1727.2,1434.2,11,95.7,3.6
5.4,880,35.2,755.6,357.8,1190.3,223,1245.7,1263.7,8.1,66.5,2.9
5.2,941.9,30,499.9,355.2,1188.9,159.3,682.1,887.1,4.6,78.3,2.9
5.4,1045,34.5,760.1,244.3,1239.6,166.5,1369.6,1265.4,8.7,68.4,2.9
9.3,1544.5,54,1498.6,524,464.8,192.7,2253,2460.9,12.1,109.6,4.1
7.4,1378.1,49.7,1320.4,378.8,597.3,226.9,1743.3,1769.5,14.1,43.2,2.9
6,1189.3,37.7,933.9,295.9,789.9,194,1625,1371.3,15.1,60.5,3.5
6.8,1111.7,41.6,1063.6,390.4,870.1,162,1357.4,1557.8,8,80.1,2.9
6.8,1005.8,38.8,858.7,237.7,1172.6,169.1,1439.7,1343.7,9.8,53.1,2.4
5.9,1188.3,35.5,856.6,310.3,935,137.6,1450,1694.7,9.6,90,3.4
6.5,1272.5,41.8,1050.6,344.4,748.9,150.1,1864.4,1623.9,12.4,84.5,3.7
7.1,1239,39.6,979,439.6,700.2,284.2,1103,1820.1,2.4,77.5,2.3
4.7,902.3,30.2,550.8,349.7,1404.4,147.3,807.6,1167.7,0.3,77.5,2.2
5.8,869.1,33.7,720.6,318.9,1166.7,242,853.3,1105.1,2.8,40.2,2.1
5.7,1104.5,40,935.3,226.7,1123.9,135.6,1803.7,1401.4,14.7,72.1,3.8
6.5,1237.1,45,1137.1,340.9,750.1,192.9,1887.3,1709.2,11.6,85.1,3.9
5.5,1102.5,36.9,853.2,324.1,907.6,174.7,1276.5,1489.2,8.2,75.1,3.2
6.2,1315.6,37.8,838.3,238.4,909.3,134.4,1802.3,1591.3,11.1,78.2,3.6
5.2,1090.8,29.8,533.4,325.4,1108.5,186.4,823.6,1292.6,1.4,97.7,2.9
6,962.3,37.9,806.3,195.8,1241.6,105,1480.7,1259.8,9.4,87.6,3.4
6.6,1214.3,38.4,912.4,211.3,1143.2,180.1,1810.5,1284.9,9.2,72.9,3.1
8.1,1204.3,44.1,1137.2,470.1,852.2,279.2,1347.3,1944,3.3,78.3,2.7
7.1,1249.7,42.7,1005.6,389.3,559.9,207.2,1760.5,1916.4,13.9,84.2,3.9
6.8,1173.2,40.2,883.1,332.4,1037.9,194,1246,1518.5,4.8,75,2.6
6.5,1212.6,41.6,985.7,360.4,928.9,241.9,1484.7,1590.6,9.7,71.7,3.1
6.7,1291.1,40.3,995.2,362.1,1129.9,195,1555.4,1522.8,10.1,78.5,3.2
7.6,1186.2,43.3,1099.7,385.9,661.1,225,1320.8,1595.2,6.2,68.7,2.7
9.2,1485.2,51.7,1328.4,517.3,731.4,297.1,1750.6,2155.6,11.3,68.2,3
5.4,1151.7,30.4,696.4,342.8,1107.9,212.2,1171.6,1710.7,1.6,95.7,2.7
6.4,1141.2,39.3,956.1,466.3,863,230.2,1183.8,1447.2,5.1,89.4,2.9
7.4,1107.6,42.4,955.6,414.9,1172.5,266.1,1029.6,1515.6,-4,92.4,1.9
7.9,1357.5,43.5,1174,463.6,669.7,250.6,1511.6,2029.5,8,79.4,3.1
5.1,959.6,27.6,563.4,283.9,1151.6,159.4,872.8,1262.4,-2.3,101.7,2.7
5.9,1041.1,38.5,896.5,335.4,1152.3,198.9,1226.1,1475.3,10.1,64.5,3
6.8,1276.6,40.1,898.8,444.3,699.8,264.4,1232.9,1821.1,5.4,75.3,2.9
8.5,1401.7,47.5,1205.4,509.5,601.4,293.4,1508.1,1849.6,4,89.6,2.7
5.1,806.2,34.9,715.1,265.8,1362.3,108.2,1467.4,842.9,17,58.7,3.5
5.9,946.6,42.4,985.8,330.4,1067.2,152.4,1339.2,1436,7.9,61.5,2.9
5.3,924,38.1,841.9,211.8,1231.3,199.3,1316,1179.6,9,58.1,2.6
7.9,1236.3,43.2,1075.2,430.7,1095.6,245.9,1162.9,1616,-1.4,74.2,1.9
5.8,1045.2,40.5,1001.6,394,991.8,208,1367,1507.2,12.9,46.2,2.9
6.6,945,39.5,823.4,303.2,1032,190.7,1261.7,1218,7.8,64.1,2.8
7.4,1474.7,46.3,1217,298.6,677.1,185.7,2215.6,1737.8,15.4,74.6,3.8
4.8,1062.1,34.5,784,240.9,1079.5,200.9,1550.8,1487.2,12.8,61.3,3.2
7.6,1134,47.5,1228.6,434.6,911.6,235.1,1637.5,1997.5,9.1,84.1,3.2
4.7,800.4,31.6,654.7,361,1221.1,199,896.5,1060.8,11.2,40.1,2.7
7.9,1262.8,49.3,1242.5,450.3,1043.8,222,1608.1,1786.4,14.5,45.8,3
