"acousticness","danceability","duration_ms","energy","instrumentalness","liveness","loudness","speechiness","tempo","valence"
0,1.56,154.05,0.64,0.59,0.13,-11.51,0.11,102.89,0.33
0.39,1.38,86.78,0.24,0.02,0.26,-4.77,0.07,133.26,0.21
0.02,1.53,264.04,0.32,0.05,0.31,-4.7,0,129.05,0.7
0.52,1.57,278.26,0.27,0.04,0.33,-6.41,0.06,132.03,0.76
0.14,1.34,295.66,0.93,0.36,0.47,-10.79,0.04,116.5,0.57
0.08,1.76,378.57,0.57,0.16,-0.02,-6.99,0.13,117.83,0.79
0.11,1.7,247.96,0.32,0.17,0.03,-4.27,0.21,168.17,0.26
0.26,1.52,235.08,0.47,0.05,0.37,-11.72,0.03,83.12,0.6
0.07,1.61,162.7,0.6,0.08,-0.18,-3.44,0.03,83.75,0.64
0.2,1.78,133.92,0.64,0.09,0.17,-7.95,0.04,96.74,0.8
0.31,1.64,204.7,0.48,0.04,-0.1,-5.89,0.01,145.74,0.74
0.13,1.73,303.8,0.88,0.44,-0.02,-7.52,0.03,117.34,0.3
0.19,1.48,319.64,0.48,0.23,0.25,-8.8,0.03,172.62,0.47
0.16,1.8,241.23,0.41,0.05,0.19,-9.08,0.03,131.07,0.67
0.12,1.74,288.83,0.31,0.12,0.13,-9.02,0.11,111.37,0.16
0.1,1.41,277.72,0.74,0.22,0.05,-6.7,0.4,124.59,0.57
0.19,1.7,310.69,0.76,0.14,0.22,-9.82,0.03,80.44,0.77
0.25,1.25,148.59,0.22,0.02,0.32,-12.56,0.08,81.57,0.06
0.43,1.73,209.37,0.24,0.03,0.26,-6.67,0,106.69,0.7
0.13,1.52,235.6,0.47,0.12,0.11,-6.53,0.09,85.83,0.37
0.26,1.58,369.95,0.91,0.04,0.1,-9.54,0.02,88.93,0.6
0.01,1.5,288.55,0.97,0.25,0.24,-2.08,0.07,151.53,0.73
0.09,1.48,172.81,0.56,0.07,0.26,-9.63,0.17,134.93,0.57
0.21,1.71,338.38,0.72,0.03,0.21,-6.03,0.54,148.23,0.17
0.31,1.59,273.21,0.83,0.08,0.14,-11.92,0.01,157.18,0.22
0.09,1.43,189.11,0.84,0.04,0.41,-5.62,0.12,94.26,0.3
0.19,1.57,40.97,0.71,0.02,0.22,-7.37,0.29,116.52,0.08
0.35,1.49,188.48,0.54,0.16,0.1,-9.46,0.02,141.85,0.79
0.02,1.5,362.41,0.86,0.13,0.36,-1.6,0,125.04,0.41
0.04,1.4,180.36,0.62,0.01,0.24,-11.07,0.18,134.84,0.14
0.57,1.48,351.22,0.55,0.53,0.08,-1.44,0.03,115.93,0.32
0.24,2.06,321.96,0.85,0.05,-0.03,-7.1,0.04,159.89,0.09
0.26,1.33,301.76,0.88,0.05,0.19,-8.08,0.21,92.79,0.44
0.63,1.34,303.9,0.97,0.29,0.24,-2.73,0.08,127.62,0.69
0.07,1.23,122.94,0.87,0.05,0.12,-4.41,0.13,126.51,0.09
0.05,1.49,175.65,0.51,0.2,-0.01,-3.75,0,123,0.87
0.11,1.33,227.38,0.41,0.3,0.02,-1.88,0,100.8,0.53
0.17,1.56,223.75,0.57,0.06,0.19,-6.86,0.01,126.51,0.26
0.42,1.57,78.49,0.94,0.11,0.03,-4.54,0.1,84.87,0.74
0.02,1.85,365.2,0.95,0.04,0.19,-13.23,0.03,117.96,0.48
0.49,1.59,174.36,0.27,0.13,0.13,-12.29,0.03,138.77,0.72
0.05,1.5,269.23,0.38,0.08,0.17,-7.47,0.07,143.45,0.01
0.05,1.83,310.78,0.82,0.17,0.09,-10.24,0.22,102.72,0.93
0.02,1.78,229.11,0.72,0.41,0.38,-9.33,0.08,145.1,0.75
0.18,1.77,230.17,0.28,0.1,0.28,-9.3,0.06,145.03,0.25
0.11,1.62,287.87,0.28,0.22,0.18,-9.16,0.18,128.54,0.72
0.21,1.45,350.99,0.33,0.55,0.27,-5.62,0.05,115.15,0.11
0.02,1.57,150.19,0.9,0.08,0.1,-5.23,0.04,110.21,0.12
0.55,1.77,347.31,0.84,0.26,0.39,-7.51,0.3,144.45,0.09
0.06,1.57,213.55,0.28,0.1,0.32,-8.98,0.02,136.91,0.47
0.15,1.68,203.74,0.3,0.04,0.42,-11.06,0,70.61,0.21
0.76,1.6,134.29,0.84,0.04,0.1,-9.51,0.13,114.77,0.91
0.14,1.62,399.18,0.98,0.23,-0.21,-7.64,0.17,160.13,0.69
0.01,1.49,221.27,0.79,0.03,0.12,-3.28,0.17,119.66,0.74
0.44,1.85,417.03,0.31,0.02,0.09,-8.71,0.02,145.63,0.75
0.04,1.59,219.88,0.24,0.47,0.36,-8.54,0.06,95.03,0.26
0.2,1.71,263.93,0.23,0.02,0.2,-6.27,0.03,127.29,0.08
0.52,1.56,176.53,0.94,0,0.39,-3.59,0.04,127.08,0.31
0.09,1.6,308.84,0.34,0,0.31,-9.11,0.02,125.52,0.24
0.24,1.38,335.63,0.46,0.11,0.07,-4.73,0.04,113.17,0.93
0.18,1.51,235.65,0.94,0.17,0.06,-9.13,0.03,49.11,0.56
0.31,1.66,193.8,0.68,0.36,0.11,-5.59,0.22,145.92,0.3
0.09,1.58,271.87,0.33,0.06,0,-5.92,0.01,87.35,0.68
0.1,1.38,136.85,0.58,0.45,0.36,-7.37,0.01,152.92,0.95
0.18,1.51,241.52,0.91,0.23,0.32,-7.92,0.16,68.66,0.03
0.09,1.91,397.93,0.8,0.04,0.3,-11.85,0.16,129.96,0.37
0.03,1.66,179.55,0.56,0.2,0.03,-4.61,0.27,117.49,0.72
0.46,1.63,258.22,0.74,0.11,-0.04,-10.23,0.03,126.97,0.59
0.7,1.59,156.47,0.65,0.07,0.1,-5.99,0.05,168.98,0.87
0.02,1.49,354.38,0.89,0.01,0.19,-9.88,0.02,148.11,0.69
0.09,1.48,211.62,0.57,0.2,0,-10.3,0.02,127.34,0.23
0.34,1.61,170.37,0.56,0.17,0.26,-2.2,0.04,123.89,0.78
0.01,2.07,211.78,0.28,0.23,0.38,-4.32,0.03,105.52,0
0.21,1.37,196.58,0.69,0.06,0.02,-5.98,0.02,109.48,0.76
0.44,1.59,302.37,0.54,0.36,0.37,-9.47,0.13,109.12,0.79
0.15,1.35,344.5,0.45,0.04,0.21,-4.21,0.04,102.23,0.02
0.01,1.79,258.35,0.62,0.05,0.33,-5.97,0.33,124.66,0.98
0.15,1.85,219.71,0.6,0.01,0.25,-11.49,0.19,59.38,0.49
0.05,1.56,289.7,0.28,0.24,0.31,-8.96,0.14,75.18,0.73
0.02,1.81,163.16,0.72,0.11,0.15,-4.33,0.05,97.13,0.32
0.69,1.42,149.4,0.99,0.37,0.17,-12.48,0.07,135.67,0.18
0.13,1.95,123.86,0.75,0.28,0.18,-7.55,0.02,119.9,0.19
0.73,1.45,262.94,0.8,0.18,0.34,-9.46,0.08,114.37,0.66
0.22,1.7,223.56,0.89,0.01,0.25,-11.87,0.09,137.68,0.04
0.03,1.74,190.08,0.22,0.26,0.35,-8.6,0.27,94.29,0.91
0.12,1.66,279.55,0.7,0.04,0.13,-5.33,0.11,38.83,0.86
0.03,1.61,365.58,0.86,0.78,0.37,-6.39,0.04,98.17,0.7
0.23,1.75,76.46,0.24,0.22,0.35,-12.28,0.16,136.78,0.87
0.19,1.31,229.24,0.92,0.03,-0.1,-6.52,0.21,115.51,0.41
0.49,1.41,279.3,0.23,0.07,0.19,-5.4,0.11,71.91,0.73
0.05,1.76,187.27,0.51,0.07,0.01,-9.13,0,172.64,0.62
0.49,1.38,257,0.96,0.42,0.23,-5.02,0.03,118,0.55
0.26,1.36,175.22,0.51,0.04,0.19,1.47,0.01,121.56,0.95
0.11,1.69,56.71,0.63,0.01,0.07,-3.6,0.32,91.01,0.87
0.05,2,180.05,0.84,0.19,-0.03,-7.67,0.04,134.37,0.35
0.12,1.55,153.14,0.54,0.06,0.44,-4.21,0.02,123.06,0.62
0.14,1.63,266.09,0.34,0.06,0.07,-12.22,0.01,128.95,0.48
0.16,1.7,238.3,0.79,0.38,0.19,-7.59,0.35,126.56,0.73
0.14,1.44,257.12,0.4,0.29,0.22,-9.01,0.13,123.96,0.06
0.07,1.65,248.53,0.84,0.5,0.33,-1.31,0.2,155.48,0.11
0.32,1.66,262.7,0.61,0.04,0.28,-3.66,0.1,126.96,0.62
0.17,1.71,108.38,0.92,0.19,0.4,-10.38,0.07,92.28,0.16
0.35,1.83,304.37,0.93,0.12,0.13,-7.33,0.05,130.06,0.08
0.4,1.68,57.11,0.69,0.41,0.01,-6.99,0.01,108.07,0.62
0.27,1.57,315.71,0.93,0.29,0.15,-2.93,0.1,117.8,0.96
0.19,1.55,225.28,0.37,0.02,-0.03,-10.88,0,133.91,0.58
0.61,1.29,302.98,0.76,0.39,0.58,-6.88,0.06,146.88,0
0.08,1.54,351.73,0.35,0.04,0.19,-6.58,0.08,101.58,0.1
0.05,1.7,399.07,0.22,0.05,0.32,-7.28,0.1,95.85,0.62
0.05,1.59,279.22,0.38,0.44,0.34,-7.24,0.04,96.46,0.96
0.21,1.4,294.91,0.86,0.04,0.07,-12.11,0.02,171.37,0.38
0.13,1.48,255.89,1,0.19,0,-6.08,0.06,87.36,0.98
0.2,1.61,162.48,0.98,0.3,0.48,-5.97,0.27,188.89,0.53
0.11,1.55,270.64,0.77,0.34,0.12,-8.71,0.09,133.74,0.43
0.05,1.38,195.98,0.29,0.06,-0.01,-1.6,0.18,150.41,0.79
0.14,1.72,339.99,0.22,0.03,0.15,-1.4,0.04,135.63,0.2
0.04,1.66,314.03,0.95,0.16,0.65,-9.56,0.04,114.11,0.76
0.01,1.81,161.65,0.53,0.02,0.58,-9.02,0.08,113.77,0.03
0.13,1.85,75.22,0.9,0.07,0.33,-12.34,0.13,92.53,0.24
0.06,1.63,430.81,0.6,0.07,0.36,-3.88,0,91.65,0.44
0.02,1.52,283.58,0.54,0.1,0.07,-6.33,0.05,120.08,0.61
0.09,1.63,186,0.89,0.29,0.26,-7.68,0.09,114.68,0.59
0.11,1.69,135.13,0.55,0.06,0.34,-8.7,0.01,143.73,0.44
0.01,1.63,294.16,0.6,0.34,0.08,-2.02,0.04,123.84,0.58
0.47,1.79,187.97,0.25,0.79,0.53,-10.33,0.04,114.92,0.35
0.21,1.62,244.84,0.29,0.1,0.17,-2.75,0.14,77.23,0.14
0.01,1.54,268.81,0.22,0.17,0.49,-7.67,0.04,102.89,0.04
0.26,1.36,169.8,0.69,0.56,0.3,-11.54,0.04,130.07,0.9
0.01,1.61,251.38,0.6,0.29,0.23,-5.73,0.01,138.22,0.18
0.1,1.37,300.2,0.4,0.18,0.29,-6.04,0.05,161,0.47
0.07,1.75,251.86,0.77,0.1,0.14,-7.72,0.04,73.87,0.39
0.01,1.56,304.1,0.65,0.22,0.17,-2.46,0.01,114.38,0.42
0.03,1.53,284.05,0.62,0.1,0.12,-11.72,0.17,117.26,0.71
0.18,1.37,338.15,0.78,0.01,-0.07,-12.02,0.03,148.01,0.44
0.11,1.28,262.98,0.96,0.13,0.25,-3.67,0.04,121.43,0.17
0.18,1.36,253.24,0.44,0.18,0.25,-10.42,0.02,119.03,0
0.13,1.66,324.56,0.94,0.07,0.06,0.06,0.23,125.43,0.18
0.04,1.6,210.84,0.63,0.09,0.26,-4.25,0.05,171.9,0.63
0.07,1.91,235.52,0.67,0.03,-0.02,-8.22,0.06,178.13,0.43
0.03,1.53,204.74,0.51,0.11,0.3,-7.46,0.04,128.43,0.62
0.1,1.28,83.66,0.87,0.63,0.41,-8.88,0.03,99.86,0.84
0.51,1.52,296.34,0.98,0.64,0.41,-4.92,0.1,76.75,0.88
0.11,1.41,4.25,0.27,0.03,0.18,-7.75,0.05,136.58,0.08
0.23,1.69,202.02,0.82,0.06,0.2,-12.27,0.02,84.09,0.16
0.43,1.45,121.32,0.49,0.28,0.12,-4.62,0.21,95.06,0.82
0.14,1.59,274.46,0.58,0.31,0.33,-9.08,0.01,109.55,0.27
0.09,1.34,158.47,0.94,0.22,-0.13,-2.56,0.04,128.17,0.45
0.06,1.6,132.65,0.73,0.01,0.44,-8.62,0.07,122.77,0.23
0.15,1.76,132.79,0.47,0.17,0.07,-7.17,0.03,111.59,0.35
0.01,1.6,245.51,0.82,0.01,0.07,-11.37,0.07,136.83,0.18
0.01,1.53,303.48,0.41,0.29,0.2,-11.46,0.07,144.18,0.93
0.28,1.87,287.21,0.6,0.03,0.09,-4.24,0.08,161.16,0.14
0.03,1.42,224.23,0.59,0.28,0.21,-3.77,0.29,100.02,0.72
0.2,1.7,156.59,0.76,0.1,0.09,-7.64,0.03,110.56,0.25
0.02,1.68,345.07,0.48,0.19,0.29,-4.42,0.11,140.56,0.04
0.12,1.58,234.81,0.67,0.44,-0.05,-11.78,0,116.9,0.67
0.01,1.58,341.43,0.68,0.16,0.47,-9.34,0.07,89.96,0.91
0.03,1.53,183.2,0.27,0.05,0.34,-6.67,0.09,157.19,0.53
0.24,1.4,308.42,0.26,0.03,0.26,-4.93,0.12,141.6,0.53
0.09,1.9,136.68,0.8,0.08,0.29,-6.18,0.02,142.58,0.96
0.12,1.68,222.26,0.96,0.18,0.34,-10.34,0.08,121.92,0.76
0,1.46,184.03,0.39,0.3,0.07,-7.61,0.06,120.95,0
0.02,1.4,261.3,0.24,0.02,0.15,-7.1,0.01,133,0.63
0.29,1.87,302.46,0.4,0.16,0.22,-4.38,0.1,127.03,0.26
0.07,1.55,368.34,0.54,0.2,0.05,-5.53,0.08,145.95,0.29
0.12,1.93,183.39,0.5,0.55,0.06,-7.07,0.08,117.95,0.26
0.13,1.67,312.18,0.98,0.3,0.15,-13.66,0.01,160.87,0.31
0.21,1.54,242.27,0.99,0.08,0.41,-5.66,0.01,120.58,0.64
0.14,1.45,284.34,0.42,0.06,0.59,-10.24,0.03,135.74,0.78
0.3,1.67,167.31,0.38,0.04,0.09,-7.18,0.09,162.77,0.33
0.05,1.97,273.76,0.82,0.35,0.39,-7.7,0.05,148.62,0.57
0.13,1.42,270.4,0.74,0.04,0.11,-1.65,0.01,100.28,0.16
0.27,1.49,214.79,0.32,0.02,-0.06,-9.43,0.14,108.38,0.12
0.02,1.7,279.98,0.99,0.13,0.28,-5.18,0.13,128.24,0.8
0.06,1.66,345.37,0.9,0.1,0.28,-7.89,0.02,128.26,0.1
0.13,1.48,221.68,0.82,0.05,0.21,-7.58,0.01,144.2,0.71
0.01,1.36,84.01,0.39,0.29,-0.04,-6.22,0.07,155.46,0.76
0.23,1.53,196.41,0.31,0.02,0.24,-7.33,0.25,146.94,0.3
0.41,1.54,97.02,0.64,0.05,0.4,-5.56,0.02,118.48,0.75
0.21,1.66,274.79,0.43,0.32,0.49,-7.75,0.16,117.78,0.71
0.06,1.62,148.06,0.57,0.22,0.12,-4.96,0.28,99.95,0.19
0.01,1.45,496.82,0.38,0.08,0.22,-6.32,0.07,148.44,0.03
0.11,1.97,309.23,0.45,0.44,0.04,-5.68,0.1,86.78,0.66
0.1,1.3,387.93,0.45,0.17,0.32,-13.02,0.24,101.61,0.54
0.03,1.26,459.63,0.68,0.29,0.21,-8.48,0.08,81.73,0.43
0.02,1.41,256.72,0.87,0.36,0.3,-6.19,0.18,85.15,0.26
0.14,1.72,216.17,0.7,0.12,0.22,-2.72,0.05,103.89,0.07
0.37,1.57,277.18,0.54,0.25,0.15,-5.91,0.03,94.42,0.94
0,1.69,225.72,0.82,0.26,0.3,-3.26,0.03,118.42,0.37
0.08,1.68,190.77,0.92,0.49,0.06,-2.29,0.05,75.06,0.19
0.12,1.78,351.38,0.52,0.27,0.15,-8.25,0.02,72.42,0.49
0,1.66,253.12,0.81,0.1,0.33,-6.76,0.02,113.55,0.98
0.24,1.57,193.17,0.87,0.01,-0.08,-9.68,0.1,156.31,0.52
0.04,1.69,350.06,0.43,0.22,0.36,-6.37,0.13,101.58,0.85
0.08,1.58,152.54,0.73,0.07,0.34,-11.68,0.01,140.29,0.26
0.15,1.94,189.67,0.22,0.05,0.18,-10.11,0.35,133.62,0.62
0.03,1.55,231.79,0.22,0.06,0.18,-12.38,0.04,145.13,0.91
0.42,1.85,233.52,0.37,0.03,0.29,-3.63,0.01,137.95,0.84
0.08,1.5,263.68,0.76,0.05,0.22,-7.74,0.01,126.96,0.5
0.26,1.54,110.11,0.32,0.22,0.22,-7.31,0.02,117.62,0.97
0.16,1.59,303.96,0.43,0.68,0.23,-8.41,0.03,138.9,0.16
0.06,1.65,300.02,0.92,0.04,0.05,-9.65,0.12,88.79,0.88
0.37,1.66,295.63,0.86,0.28,0.16,-0.35,0.01,120.15,0.16
0.14,1.61,345.03,0.61,0.17,0.24,-8.6,0.09,93.09,0.62
0.22,1.6,211.77,0.82,0.15,0.3,-6.79,0.17,129.87,0.38
0.45,1.7,301.3,0.24,0.02,0.16,-6.66,0,134.38,0.47
0.06,1.65,252.89,0.38,0.01,0.28,-6.47,0.11,87.13,0.44
0.18,1.29,322.64,0.46,0.19,0.12,-7.85,0.04,76.6,0.81
0.41,1.75,366.18,0.82,0.08,0.46,-8.64,0.01,89.63,0.67
0.21,1.23,302.99,0.85,0.03,0.15,-11.24,0.06,128.88,0.42
0.02,1.92,228.96,0.49,0.22,0.15,-8.16,0.01,170.05,0.41
0.55,1.55,187.78,0.33,0.19,0.29,-6.43,0.25,128.18,0.96
0.25,1.84,157.83,0.42,0.06,0.14,-6.27,0.25,157.16,0.26
0.17,1.51,278.74,0.61,0.05,0.31,-6.54,0.01,126.74,0.6
0.12,1.59,248.34,0.66,0.08,0.45,-5.3,0.04,146.82,0.49
0.01,1.28,240.34,0.56,0.11,0.14,-7.01,0.27,141.43,0.71
0.14,1.65,213.93,0.92,0,0.4,-9.04,0.37,156.77,0.84
0.21,1.6,50.79,0.89,0.31,0.15,-5.47,0.33,139.03,0.97
0.06,1.5,331.23,0.87,0.12,0.08,-9.43,0.01,101.41,0.08
0.03,1.49,242.52,0.39,0.11,0.54,-7.58,0.2,131.56,0.26
0.24,1.34,322.2,0.22,0.21,0.24,-6.73,0.05,88.07,0.62
1,1.76,269.71,0.78,0.07,0.34,-5.66,0.22,128.29,0.48
0.13,1.68,305.8,0.29,0.22,0.29,-3.09,0.05,120.13,0.53
0.22,1.62,277.96,0.56,0.13,0.2,-8.3,0.02,106.85,0.6
0.18,1.61,315.26,0.57,0,0.26,-7.01,0.1,127.87,0.6
0.16,1.75,144.42,0.68,0.27,0.37,-8.66,0.07,107.29,0.66
0.33,1.58,251.15,0.31,0.07,0.47,-6.58,0.01,138.98,0.32
0.17,1.47,188.87,0.81,0.05,0.21,-2.77,0.22,93.66,0.26
0.06,1.48,63.29,0.38,0.04,0.35,-11.39,0.04,110.58,0.04
0.25,1.46,214.03,0.56,0.44,0.16,-3.48,0.04,141.33,0.26
0.04,1.79,362.48,0.97,0.06,0.29,-2.07,0.03,115.72,0.24
0.1,1.72,224.68,0.4,0.02,0.15,-8.02,0.05,131.31,0.36
0.5,1.65,259.03,0.3,0.04,0.39,-12.29,0.01,118.16,0.11
0.04,1.34,263.73,0.87,0.01,0.11,-10.58,0.09,102.79,0.74
0.05,1.61,197.79,0.38,0.15,0.01,-10.93,0.01,138.59,0.91
0.11,1.36,195.71,0.53,0.04,0.32,-8.24,0.05,86.43,0.88
0.23,1.61,295.4,0.82,0.06,0.17,-7.85,0.02,121.35,0.21
0,1.47,146.26,0.7,0.11,0.42,-4.54,0.02,114.36,0.94
0.39,1.48,244.64,1,0.13,0.45,-7.9,0.04,88.34,0.87
0.16,1.45,168.97,0.3,0.03,0.35,-6,0.38,168.66,0.69
0.23,1.43,92.08,0.44,0.22,0.42,-4.53,0.6,40.01,0.17
0.04,1.8,146.23,0.38,0.24,0.34,-0.77,0.23,136.99,0.03
0.17,1.67,133.53,0.75,0.18,0.35,-10.94,0,126.99,0.58
0.33,1.48,226.61,0.44,0.56,0.48,-2.48,0.32,113.19,0.08
0.02,1.73,316.28,0.51,0.27,0.1,-7.95,0.07,104.51,0.15
0.28,1.64,225.63,0.67,0.06,0.07,-10.19,0.08,125.15,0.31
0.44,1.62,293.59,0.52,0.09,-0.13,-5.86,0.09,100.92,0.52
0.17,1.71,238.88,0.46,0.96,0.15,-5.58,0.02,156.95,0.4
0.02,1.68,179.63,0.44,0.12,0.14,-8.4,0.01,133.75,0.03
0.47,1.27,358.51,0.96,0.06,-0.01,-7.01,0.04,115.32,0.22
0.24,1.56,254.64,0.21,0.21,0.15,-11.57,0.02,115.41,0.91
0.06,1.69,76.51,0.32,0.33,0.14,-3.54,0.02,151.4,0.78
0.02,1.58,370.08,0.44,0.37,0.2,-7.33,0.23,128.31,0.45
0.01,1.79,269.83,0.46,0.07,0.11,-10.74,0.15,135.06,0.34
0.42,1.47,222.47,0.94,0.01,-0.01,-1.94,0.09,126.01,0.82
0.74,1.68,116.49,0.56,0.04,0.09,-5.62,0,101.16,0.2
0.06,1.78,214.42,0.36,0.04,0.19,-5.22,0.14,108.86,0.28
0.1,1.56,360.57,0.71,0.05,0.14,-9.42,0.08,109.55,0.36
0.29,1.75,150.77,0.44,0.36,0.09,-4.38,0.06,126.51,0.44
0.08,1.55,349.75,0.36,0.12,0.17,-4.71,0.09,93.59,0.28
0.18,1.64,246.85,0.66,0.08,0.3,-8.88,0.11,71.13,0.3
0.29,1.6,288.41,0.23,0.02,0.37,-8.29,0.04,141.03,0.54
0.11,1.48,413.11,0.53,0.17,0.17,-8.68,0.02,128.48,0.39
0.15,1.63,245.04,0.33,0.25,0.18,-7.61,0.02,125.61,0.63
0.16,1.44,372.72,0.71,0.14,0.28,-6.18,0.08,67.36,0.24
0.76,1.45,158.01,0.32,0.21,0.15,-4.19,0.11,123.35,0.83
0.24,1.43,261.24,0.9,0.15,0.25,-6.11,0.25,135.45,0.78
0.1,1.46,108.86,0.46,0.15,0.24,-5.02,0.01,180.32,0.97
0.39,1.6,262.41,0.65,0.37,0.19,-7.04,0.12,153.76,0.44
0.11,1.84,182.3,0.46,0.15,0.31,-8.09,0.09,127.22,0.59
0.28,1.71,227.18,0.85,0.14,0.4,-3.61,0.08,110,0.56
0.31,1.53,262.47,0.6,0.28,0.28,-8.69,0.14,89.39,0.68
0.13,1.5,337.2,0.76,0.27,0.12,-9.99,0.1,67.05,0.43
0.23,1.54,202.43,0.71,0.06,0.32,-6.3,0.09,97.8,0.97
0.1,1.36,269.12,0.74,0.46,0.27,-10.29,0.06,143.83,0.84
0.06,1.63,121.02,0.73,0.18,0.19,-10.71,0.07,106.96,0.91
0.01,1.62,93.1,0.37,0.05,0.22,-8.76,0.16,92.62,0.81
0.22,1.77,209.59,0.54,0.28,0.48,-4.45,0.03,147.78,0.76
0.17,1.59,167.69,0.49,0.26,0.29,-7.81,0.04,131.83,0.73
0.13,1.48,248,0.4,0.02,-0.05,-5.28,0.02,125.84,0.99
0.01,1.61,283.76,0.25,0.18,0.17,-3.47,0.06,155.98,0.85
0.17,1.91,276.61,0.2,0.08,0.21,-7.14,0.03,101.14,0.52
0.08,1.5,128.66,0.3,0.22,0.12,-9.73,0.06,102.07,0.68
0.11,1.66,132.73,0.44,0.19,0.18,-10.2,0.11,141,0.68
0.57,1.7,171.72,0.83,0.03,0.1,-12.82,0.07,98.61,0.5
0.64,1.77,325.82,0.66,0.11,0.21,-7.78,0.02,146.64,0.66
0.13,1.54,271.7,0.76,0.03,0.48,-4.22,0.02,111.83,0.97
0.08,1.71,198.85,0.29,0.11,0.3,-4.07,0.14,122.97,0.4
0.03,1.45,147.91,0.81,0.07,0.01,-5.55,0.01,157.72,0.48
0,1.59,252.97,0.93,0.02,0.33,-6.89,0.04,98.25,0.06
0.93,1.67,250.09,0.93,0.03,0.24,-5.29,0.07,108.69,0.89
0.17,1.77,249.56,0.92,0.17,0.32,-4.94,0.07,115.3,0.44
0.07,1.64,262.67,0.85,0.27,-0.19,-9.22,0.01,116.62,0.63
0.01,1.69,292.35,0.4,0.07,0.05,-6.84,0.12,59.4,0.93
0,1.64,251.22,0.85,0.34,0.5,-9.81,0.04,134.66,0.68
0.12,1.67,245.47,0.26,0.01,0.23,-12.06,0.01,157.06,0.95
0.19,1.57,235.51,0.38,0.07,0.32,-10.73,0.14,144.67,0.69
0.45,1.21,295.59,0.86,0.26,0.19,-5.51,0.16,88.28,0.75
0.46,1.67,240.79,0.28,0.24,0.07,-5.38,0.23,120.71,0.52
0.5,1.61,290.45,0.27,0.32,0.27,-4.82,0.05,106.24,0.15
0.08,1.62,170.7,0.2,0.31,0.04,-9.22,0,96.94,0.88
0.07,1.61,296.78,0.94,0.67,0.37,-8.65,0.17,147.19,0.28
0.06,1.72,433.1,0.4,0.24,-0.04,-12.68,0.03,141.99,0.9
0.25,1.39,240.06,0.51,0.09,0.16,-6.36,0.09,149.96,0.54
0.07,1.58,427.55,0.49,0.31,0.23,-6.02,0.07,120.72,0.49
0.02,1.64,144.53,0.4,0.04,0.18,-5.55,0.22,132.68,0.54
0.06,1.51,225.97,0.79,0.17,0.1,-9.9,0.08,151.1,0.69
0.03,1.72,325.8,0.54,0.28,0.4,-2.64,0.01,122.39,0.4
0.13,1.55,242.26,0.99,0.14,0.46,-6.39,0.08,96.35,0.05
0.04,1.35,267.01,0.25,0.01,0.09,-9.02,0.23,130.56,0.44
0.65,1.4,329.47,0.47,0.09,-0.23,-8.62,0.11,113.16,0.07
0.42,1.61,224.86,0.54,0.66,-0.2,-10.74,0.08,160.22,0.14
0.03,1.64,273.93,0.61,0.52,0.2,-6.93,0.07,118.58,0.17
0.18,1.27,225.43,0.63,0.01,0,-10.3,0.22,157.16,0.19
0.06,1.66,313.61,0.51,0.06,0.34,-3.23,0.06,149.19,0.66
0.22,1.5,120.11,0.34,0.24,0.24,-5.71,0.09,117.29,0.06
0.23,1.91,48.27,0.94,0.15,0.26,-2.01,0.03,157.56,0.37
0.13,1.62,274.85,0.45,0.08,0.24,-11.23,0.01,81.97,0.28
0.12,1.54,235.53,0.48,0.1,0.55,-4.87,0.02,107.36,0.77
0.2,1.53,371.71,0.65,0.11,0.19,-8.03,0.09,149.88,0.94
0.22,1.54,282.52,0.81,0.28,0.02,-6.5,0.01,110.95,0.24
0.32,1.66,265.38,0.72,0.5,0.19,-9.53,0.02,104.52,0.19
0.51,1.31,350.66,0.31,0.23,0.18,-4.69,0.05,90.68,0.7
0.27,1.66,67.44,0.35,0.3,0.3,-3.8,0.01,154.19,0.11
0.02,1.65,132.67,0.53,0.04,0.35,-7.72,0.07,94.82,0.86
0.19,1.47,258.44,0.42,0.01,0.24,-5.75,0.02,119.74,0.07
0.03,1.78,259.73,0.5,0.19,0.16,-6.37,0.22,120.93,0.02
0.23,1.3,145.23,0.26,0.14,0.08,-6.6,0.04,97.3,0.97
0.3,1.38,212.9,0.43,0.23,0.34,-4.1,0.14,106.31,0.2
0.14,1.75,328.66,0.29,0.06,0.1,-9.56,0.05,156.49,0.42
0.18,1.47,316.27,0.43,0.06,0.26,-9.24,0.66,100.98,0.13
0.13,1.62,93.09,0.35,0.15,0.19,-9.05,0.01,119.85,0.25
0.2,1.41,368.97,0.6,0.24,0.01,-5.14,0.01,154.29,0.52
0.31,1.72,287.28,0.53,0.14,0.19,-7.67,0.01,142.35,0.02
0.42,1.72,225.1,0.28,0.49,0.2,-4.01,0.03,123.57,0.86
0.16,1.64,215.67,0.33,0.12,0.16,-6.78,0.11,128.96,0.19
0.15,1.94,307.78,0.48,0.12,0.16,-7.91,0.01,181.65,0
0.1,1.61,232.78,0.42,0,0.45,-9.47,0.08,147.22,0.73
0.43,1.65,245.19,0.5,0.1,0.26,-5.81,0.01,189.11,0.97
1.61,1.73,404.07,0.83,0.09,-0.07,-5.22,0.05,147.87,0.43
0.23,1.58,324.27,0.98,0.11,0.1,-3.84,0.28,120.34,0.81
0.09,1.5,261.03,0.69,0.1,0.11,-7.16,0,134.65,0.88
